Date,Volume_Mn,Value_Cr,Day_of_Week,Day_of_Month,Is_Weekend,Month_Year,Avg_Transaction_Value_Rs
14-03-2023,285.19,48479.42,Tuesday,14,Weekday,Mar-2023,1699.899015
15-03-2023,285.37,48315.2,Wednesday,15,Weekday,Mar-2023,1693.072152
16-03-2023,280.66,45720.01,Thursday,16,Weekday,Mar-2023,1629.017673
17-03-2023,278.46,41896.47,Friday,17,Weekday,Mar-2023,1504.577677
18-03-2023,275.71,41909.31,Saturday,18,Weekend,Mar-2023,1520.050415
19-03-2023,267.62,33235.82,Sunday,19,Weekend,Mar-2023,1241.903445
20-03-2023,276.46,46652.05,Monday,20,Weekday,Mar-2023,1687.479201
21-03-2023,282.93,44602.04,Tuesday,21,Weekday,Mar-2023,1576.433747
22-03-2023,273.26,39965.47,Wednesday,22,Weekday,Mar-2023,1462.543731
23-03-2023,271.55,42864.52,Thursday,23,Weekday,Mar-2023,1578.512981
24-03-2023,271.19,42625.03,Friday,24,Weekday,Mar-2023,1571.777352
25-03-2023,274.56,41335.82,Saturday,25,Weekend,Mar-2023,1505.529575
26-03-2023,269.55,32424,Sunday,26,Weekend,Mar-2023,1202.893712
27-03-2023,275.53,45897.16,Monday,27,Weekday,Mar-2023,1665.777229
28-03-2023,275.91,45057.3,Tuesday,28,Weekday,Mar-2023,1633.043384
29-03-2023,278.3,45843.3,Wednesday,29,Weekday,Mar-2023,1647.261948
30-03-2023,266.57,42465.52,Thursday,30,Weekday,Mar-2023,1593.034475
31-03-2023,295.05,48892.77,Friday,31,Weekday,Mar-2023,1657.101169
01-04-2023,309.62,51067.88,Saturday,1,Weekend,Apr-2023,1649.37278
02-04-2023,270.59,40107.32,Sunday,2,Weekend,Apr-2023,1482.217377
03-04-2023,291.23,67174.84,Monday,3,Weekday,Apr-2023,2306.590667
04-04-2023,302.63,55131.41,Tuesday,4,Weekday,Apr-2023,1821.743053
05-04-2023,305.56,55523.66,Wednesday,5,Weekday,Apr-2023,1817.111533
06-04-2023,300.37,53108.05,Thursday,6,Weekday,Apr-2023,1768.087692
07-04-2023,299.68,49096.83,Friday,7,Weekday,Apr-2023,1638.308529
08-04-2023,305.96,45972.66,Saturday,8,Weekend,Apr-2023,1502.570924
09-04-2023,296.11,38971.53,Sunday,9,Weekend,Apr-2023,1316.116646
10-04-2023,306.64,57032.84,Monday,10,Weekday,Apr-2023,1859.928255
11-04-2023,293.41,51142.19,Tuesday,11,Weekday,Apr-2023,1743.028186
12-04-2023,317.35,52628.2,Wednesday,12,Weekday,Apr-2023,1658.364582
13-04-2023,302.54,48837.58,Thursday,13,Weekday,Apr-2023,1614.252
14-04-2023,292.16,41334.68,Friday,14,Weekday,Apr-2023,1414.796002
15-04-2023,303.7,45867.37,Saturday,15,Weekend,Apr-2023,1510.285479
16-04-2023,290.29,35944.36,Sunday,16,Weekend,Apr-2023,1238.222467
17-04-2023,292.1,48059.75,Monday,17,Weekday,Apr-2023,1645.318384
18-04-2023,289.58,45994.08,Tuesday,18,Weekday,Apr-2023,1588.30306
19-04-2023,295.17,46337.61,Wednesday,19,Weekday,Apr-2023,1569.861775
20-04-2023,301.55,47613.07,Thursday,20,Weekday,Apr-2023,1578.944454
21-04-2023,302.47,46341.28,Friday,21,Weekday,Apr-2023,1532.095084
22-04-2023,281.49,37244.28,Saturday,22,Weekend,Apr-2023,1323.112011
23-04-2023,277.06,32251.65,Sunday,23,Weekend,Apr-2023,1164.06735
24-04-2023,281.92,44918.84,Monday,24,Weekday,Apr-2023,1593.318672
25-04-2023,281.19,44390.27,Tuesday,25,Weekday,Apr-2023,1578.657491
26-04-2023,286.05,44656.69,Wednesday,26,Weekday,Apr-2023,1561.149799
27-04-2023,286.51,44563.42,Thursday,27,Weekday,Apr-2023,1555.387945
28-04-2023,294.06,48699.12,Friday,28,Weekday,Apr-2023,1656.094675
29-04-2023,309.85,52690.23,Saturday,29,Weekend,Apr-2023,1700.507665
30-04-2023,296.43,42803.02,Sunday,30,Weekend,Apr-2023,1443.950342
01-05-2023,310.57,56109.02,Monday,1,Weekday,May-2023,1806.646489
02-05-2023,309.65,57673.1,Tuesday,2,Weekday,May-2023,1862.525432
03-05-2023,309.12,54740.39,Wednesday,3,Weekday,May-2023,1770.84595
04-05-2023,302.78,55434.84,Thursday,4,Weekday,May-2023,1830.862012
05-05-2023,312.75,53729.76,Friday,5,Weekday,May-2023,1717.977938
06-05-2023,319.68,53437.16,Saturday,6,Weekend,May-2023,1671.582833
07-05-2023,309.43,41902.53,Sunday,7,Weekend,May-2023,1354.184468
08-05-2023,310.36,54789.08,Monday,8,Weekday,May-2023,1765.339606
09-05-2023,311.97,53279.57,Tuesday,9,Weekday,May-2023,1707.842741
10-05-2023,313.28,52894.17,Wednesday,10,Weekday,May-2023,1688.399196
11-05-2023,308.55,50019.11,Thursday,11,Weekday,May-2023,1621.102252
12-05-2023,309.38,48240.66,Friday,12,Weekday,May-2023,1559.26886
13-05-2023,309.55,44730.46,Saturday,13,Weekend,May-2023,1445.015668
14-05-2023,306.2,37468.83,Sunday,14,Weekend,May-2023,1223.671783
15-05-2023,309.11,51693.49,Monday,15,Weekday,May-2023,1672.33315
16-05-2023,303.06,48266.02,Tuesday,16,Weekday,May-2023,1592.622583
17-05-2023,297.9,46493.98,Wednesday,17,Weekday,May-2023,1560.724404
18-05-2023,301.23,46334.97,Thursday,18,Weekday,May-2023,1538.192411
19-05-2023,301.29,44503.43,Friday,19,Weekday,May-2023,1477.096153
20-05-2023,310.53,46688.26,Saturday,20,Weekend,May-2023,1503.502399
21-05-2023,289.76,34744.2,Sunday,21,Weekend,May-2023,1199.068194
22-05-2023,290.42,46610.35,Monday,22,Weekday,May-2023,1604.929068
23-05-2023,295.7,45016.09,Tuesday,23,Weekday,May-2023,1522.356781
24-05-2023,299.02,45428.85,Wednesday,24,Weekday,May-2023,1519.257909
25-05-2023,289.9,45736.15,Thursday,25,Weekday,May-2023,1577.652639
26-05-2023,300.22,44385.37,Friday,26,Weekday,May-2023,1478.428153
27-05-2023,291.67,41936.74,Saturday,27,Weekend,May-2023,1437.814654
28-05-2023,297.08,33637.03,Sunday,28,Weekend,May-2023,1132.254948
29-05-2023,293.38,46315.4,Monday,29,Weekday,May-2023,1578.682937
30-05-2023,288.99,47998.33,Tuesday,30,Weekday,May-2023,1660.899339
31-05-2023,312.66,58908.11,Wednesday,31,Weekday,May-2023,1884.094863
01-06-2023,325.62,62898.87,Thursday,1,Weekday,Jun-2023,1931.664824
02-06-2023,326.26,57644.81,Friday,2,Weekday,Jun-2023,1766.836572
03-06-2023,323.21,54799.2,Saturday,3,Weekend,Jun-2023,1695.467343
04-06-2023,311.99,45018.03,Sunday,4,Weekend,Jun-2023,1442.931825
05-06-2023,321.19,59403.41,Monday,5,Weekday,Jun-2023,1849.478813
06-06-2023,315.73,54850.16,Tuesday,6,Weekday,Jun-2023,1737.248915
07-06-2023,326,56073.86,Wednesday,7,Weekday,Jun-2023,1720.057055
08-06-2023,317.81,52908.79,Thursday,8,Weekday,Jun-2023,1664.793115
09-06-2023,319.37,52262,Friday,9,Weekday,Jun-2023,1636.409181
10-06-2023,322.95,51283.62,Saturday,10,Weekend,Jun-2023,1587.97399
11-06-2023,311.61,39593.49,Sunday,11,Weekend,Jun-2023,1270.610378
12-06-2023,314.64,53040.32,Monday,12,Weekday,Jun-2023,1685.74625
13-06-2023,312.41,50385.35,Tuesday,13,Weekday,Jun-2023,1612.795685
14-06-2023,314.04,50450.73,Wednesday,14,Weekday,Jun-2023,1606.506496
15-06-2023,310.8,49745.39,Thursday,15,Weekday,Jun-2023,1600.559524
16-06-2023,311.93,46355.7,Friday,16,Weekday,Jun-2023,1486.093034
17-06-2023,312.08,45835.99,Saturday,17,Weekend,Jun-2023,1468.725647
18-06-2023,301.35,35234.45,Sunday,18,Weekend,Jun-2023,1169.220176
19-06-2023,309.95,49499.42,Monday,19,Weekday,Jun-2023,1597.013067
20-06-2023,307.4,48407.3,Tuesday,20,Weekday,Jun-2023,1574.733247
21-06-2023,307.13,47664.33,Wednesday,21,Weekday,Jun-2023,1551.926871
22-06-2023,304.5,46704.89,Thursday,22,Weekday,Jun-2023,1533.822332
23-06-2023,302.34,45579.36,Friday,23,Weekday,Jun-2023,1507.553086
24-06-2023,300.63,42935.74,Saturday,24,Weekend,Jun-2023,1428.19213
25-06-2023,294.73,35147.31,Sunday,25,Weekend,Jun-2023,1192.525701
26-06-2023,302.22,48619.69,Monday,26,Weekday,Jun-2023,1608.751572
27-06-2023,299.96,47516.37,Tuesday,27,Weekday,Jun-2023,1584.090212
28-06-2023,313.7,49897.31,Wednesday,28,Weekday,Jun-2023,1590.605993
29-06-2023,280.6,37961.22,Thursday,29,Weekday,Jun-2023,1352.858874
30-06-2023,312.9,57747.14,Friday,30,Weekday,Jun-2023,1845.546181
01-07-2023,339.54,61917.81,Saturday,1,Weekend,Jul-2023,1823.579254
02-07-2023,329.22,47229.91,Sunday,2,Weekend,Jul-2023,1434.600267
03-07-2023,328.96,59189.38,Monday,3,Weekday,Jul-2023,1799.288059
04-07-2023,330.44,59449.73,Tuesday,4,Weekday,Jul-2023,1799.108159
05-07-2023,331.28,59459.28,Wednesday,5,Weekday,Jul-2023,1794.834581
06-07-2023,325.69,56399.5,Thursday,6,Weekday,Jul-2023,1731.692714
07-07-2023,329.82,55271.86,Friday,7,Weekday,Jul-2023,1675.818932
08-07-2023,326.48,50571.15,Saturday,8,Weekend,Jul-2023,1548.981561
09-07-2023,319.54,41980.62,Sunday,9,Weekend,Jul-2023,1313.782938
10-07-2023,331.8,60484.85,Monday,10,Weekday,Jul-2023,1822.930983
11-07-2023,326.67,53967.69,Tuesday,11,Weekday,Jul-2023,1652.055285
12-07-2023,331.47,53590.28,Wednesday,12,Weekday,Jul-2023,1616.74601
13-07-2023,323.75,50613.67,Thursday,13,Weekday,Jul-2023,1563.356602
14-07-2023,322.6,47947.78,Friday,14,Weekday,Jul-2023,1486.292002
15-07-2023,317.56,47729.74,Saturday,15,Weekend,Jul-2023,1503.014863
16-07-2023,320.87,38071.82,Sunday,16,Weekend,Jul-2023,1186.518528
17-07-2023,317.03,48124.93,Monday,17,Weekday,Jul-2023,1517.992934
18-07-2023,311.71,46846.49,Tuesday,18,Weekday,Jul-2023,1502.886978
19-07-2023,315.44,47849.69,Wednesday,19,Weekday,Jul-2023,1516.918907
20-07-2023,315.38,47608.52,Thursday,20,Weekday,Jul-2023,1509.56053
21-07-2023,315.28,45577.5,Friday,21,Weekday,Jul-2023,1445.619767
22-07-2023,313.69,42238.88,Saturday,22,Weekend,Jul-2023,1346.516625
23-07-2023,309.31,34416.57,Sunday,23,Weekend,Jul-2023,1112.688565
24-07-2023,311,48206.15,Monday,24,Weekday,Jul-2023,1550.036977
25-07-2023,307.95,46984.69,Tuesday,25,Weekday,Jul-2023,1525.724631
26-07-2023,310.76,46067.18,Wednesday,26,Weekday,Jul-2023,1482.403784
27-07-2023,314.06,45734.03,Thursday,27,Weekday,Jul-2023,1456.219512
28-07-2023,315.23,46273.69,Friday,28,Weekday,Jul-2023,1467.934207
29-07-2023,316.71,42690.11,Saturday,29,Weekend,Jul-2023,1347.924284
30-07-2023,317.21,36936.18,Sunday,30,Weekend,Jul-2023,1164.407806
31-07-2023,337.79,64106.76,Monday,31,Weekday,Jul-2023,1897.828829
